Provider,Beneficiary_Count,Claim_Count,Dead_Beneficiary_Count,ChronicCond_Alzheimer,ChronicCond_Heartfailure,ChronicCond_KidneyDisease,ChronicCond_Cancer,ChronicCond_ObstrPulmonary,ChronicCond_Depression,ChronicCond_Diabetes,ChronicCond_IschemicHeart,ChronicCond_Osteoporasis,ChronicCond_rheumatoidarthritis,ChronicCond_stroke,RenalDiseaseIndicator,is_inpatient,Has_AdmitDiag,Has_GroupCode,Has_Deductible,Claim_GT_Admitted,Same_Physician,IPAnnualReimbursementAmt,IPAnnualDeductibleAmt,OPAnnualReimbursementAmt,OPAnnualDeductibleAmt,InscClaimAmtReimbursed,DeductibleAmtPaid,Age,Days_Admitted,Disease_Count,Physician_Count,Unique_Physicians,Diag_Code_Count,Proc_Code_Count,Claim_Duration,TotalClaimAmt,IP_TotalAmt,OP_TotalAmt,Reimburse_std,Reimburse_max,Reimburse_min,Deductible_std,Deductible_max,ClaimDur_std,ClaimDur_max,DaysAdm_std,DaysAdm_max,PotentialFraud,Claims_Per_Bene,Inpatient_Ratio,Dead_Patient_Ratio,Reimburse_CV,Reimburse_Deductible_Ratio,Diag_Entropy,Proc_Entropy,Physician_HHI,InpatientRatio_std,Reimburse_skew,ClaimDate_std,Dead_Claim_Rate,Unique_Proc_Codes
PRV51015,7,8,0,4,7,4,3,4,7,8,7,3,3,1,3,0,0,0,0,1,1,1186.25,267.0,1445.0,263.75,87.5,0.0,71.125,0.0,6.375,1.625,1.375,3.125,0.0,0.375,87.5,1453.25,1708.75,74.01737247816507,200,10,0.0,0.0,1.0606601717798212,3,0.0,0,0,1.1428571428571428,0.0,0.0,0.8459128283218865,0.0,3.0315905757832304,0.0,0.375,0.0,0.9374450973251452,79.67332857182687,0.0,0.0
PRV51016,6,6,0,2,4,4,3,2,2,5,5,2,3,1,1,0,2,0,0,1,1,0.0,0.0,878.3333333333334,295.0,28.333333333333332,0.0,69.83333333333333,0.0,5.5,1.1666666666666667,1.0,3.5,0.0,0.3333333333333333,28.333333333333332,0.0,1173.3333333333333,37.638632635454044,90,0,0.0,0.0,0.816496580927726,2,0.0,0,0,1.0,0.0,0.0,1.3284223283101428,0.0,3.0445224377234217,0.0,0.3888888888888889,0.0,1.172762488428155,86.09452169950575,0.0,0.0
PRV51017,420,515,5,216,294,215,58,159,210,351,386,184,128,47,85,0,122,0,17,64,103,3322.7184466019417,385.4601941747573,2370.990291262136,689.3009708737864,277.126213592233,2.0388349514563107,71.65631067961165,0.0,4.36504854368932,1.570873786407767,1.2970873786407766,2.704854368932039,0.003883495145631068,1.3572815533980582,279.1650485436893,3708.178640776699,3060.2912621359224,570.1818038894332,3300,0,12.043955109147062,100.0,4.521943943866221,20,0.0,0,0,1.2261904761904763,0.0,0.011904761904761904,2.057480584382414,135.92380952380952,6.015520128024373,0.6931471805599453,0.023266418157153773,0.0,3.3093912415778233,105.87268865131875,0.009708737864077669,2.0
PRV51021,208,257,1,94,145,122,60,103,116,194,196,70,85,27,57,29,86,29,38,32,23,4886.964980544747,582.7859922178989,2695.0972762645915,770.0466926070039,1357.3151750972763,122.53696498054475,72.09727626459144,0.5369649805447471,4.715953307392996,1.5214007782101167,1.4085603112840468,3.4280155642023344,0.08560311284046693,2.0,1479.852140077821,5469.750972762646,3465.1439688715955,4462.486890505437,57000,0,338.0375458692647,1068.0,5.02726938804755,20,1.8873539188967967,17,1,1.2355769230769231,0.11284046692607004,0.004807692307692308,3.2877307882346627,11.076781404801219,5.8633894145080765,2.8389889331547,0.0263671875,0.3170150483116396,8.452203720928814,106.6051759799675,0.0038910505836575876,18.0
PRV51023,35,36,0,16,21,16,5,10,16,21,30,9,8,5,10,9,12,9,9,5,12,5320.277777777777,843.4444444444445,2475.5555555555557,769.4444444444445,1822.5,239.55555555555554,72.33333333333333,0.8888888888888888,4.361111111111111,1.8611111111111112,1.3888888888888888,4.555555555555555,0.1388888888888889,3.6666666666666665,2062.0555555555557,6163.722222222223,3245.0,3084.698063483222,13000,0,449.29992810685536,1068.0,6.961116495013058,20,2.0809033447420693,10,0,1.0285714285714285,0.25,0.0,1.6925640951896965,7.607838589981448,4.733031014783489,1.6094379124341005,0.12654320987654322,0.43915503282683993,2.413236597121866,109.2123713848027,0.0,5.0
PRV51024,38,39,0,15,21,23,5,14,16,30,29,11,14,6,12,9,18,9,11,4,9,4566.666666666667,629.8461538461538,1973.076923076923,668.7179487179487,1642.3076923076924,248.76923076923077,67.74358974358974,1.0,4.717948717948718,1.641025641025641,1.3333333333333333,3.5128205128205128,0.1794871794871795,1.641025641025641,1891.076923076923,5196.51282051282,2641.7948717948716,3334.4891990563538,13000,10,454.7224984617403,1068.0,3.814702716479321,20,2.339590607462407,10,0,1.0263157894736843,0.23076923076923078,0.0,2.0303681305729553,6.601731601731602,4.576067763691313,1.945910149055314,0.14135437212360297,0.42683279491835413,2.1926728770608857,117.44169024365858,0.0,7.0
PRV51025,76,87,0,28,47,40,13,28,41,64,62,31,26,6,19,13,29,13,17,8,21,4823.563218390805,552.4137931034483,2288.9655172413795,621.3793103448276,1360.344827586207,164.183908045977,73.06896551724138,1.0459770114942528,4.436781609195402,1.6781609195402298,1.367816091954023,3.67816091954023,0.13793103448275862,2.1724137931034484,1524.528735632184,5375.977011494253,2910.344827586207,3052.031899721989,17000,0,381.59562575913145,1068.0,5.4967366567169575,28,3.7070267844811604,28,0,1.144736842105263,0.14942528735632185,0.0,2.2435722456764937,8.285494259311118,5.164779031067058,2.3693821196946763,0.042725797728501894,0.3585739076677093,3.6214892409744444,107.36221035717053,0.0,11.0
PRV51026,56,76,1,30,33,30,11,15,39,56,50,17,23,6,12,0,11,0,6,5,17,3971.0526315789475,461.05263157894734,1811.578947368421,680.3947368421053,261.05263157894734,4.473684210526316,69.11842105263158,0.0,4.078947368421052,1.5526315789473684,1.263157894736842,2.4078947368421053,0.0,1.0921052631578947,265.5263157894737,4432.105263157895,2491.9736842105262,668.7831316600191,3300,0,17.84337313717002,100.0,4.342587958284622,20,0.0,0,0,1.3571428571428572,0.0,0.017857142857142856,2.561870867246041,58.35294117647058,4.79835011670904,0.0,0.09175900277008309,0.0,4.040221581946505,95.45773290797254,0.013157894736842105,0.0
PRV51027,44,53,1,23,36,27,9,16,30,41,43,10,13,8,16,0,8,0,0,10,23,6231.132075471698,705.2830188679245,3564.5283018867926,947.1698113207547,563.0188679245283,0.0,72.50943396226415,0.0,4.830188679245283,1.528301886792453,1.0377358490566038,2.4716981132075473,0.0,2.1320754716981134,563.0188679245283,6936.415094339623,4511.698113207547,1044.0446219937528,3300,0,0.0,0.0,5.8178694747273,20,0.0,0,0,1.2045454545454546,0.0,0.022727272727272728,1.8543687991175903,0.0,4.553731071465568,0.0,0.19544321822712704,0.0,1.9533998160164256,105.05412938859908,0.018867924528301886,0.0
PRV51029,79,93,1,32,45,33,9,29,30,62,66,17,28,13,13,0,17,0,2,8,16,3849.032258064516,409.03225806451616,1660.967741935484,493.1182795698925,329.6774193548387,1.7204301075268817,70.41935483870968,0.0,3.913978494623656,1.5268817204301075,1.3010752688172043,2.838709677419355,0.0,0.6989247311827957,331.39784946236557,4258.064516129032,2154.0860215053763,618.3119580109661,3300,0,11.76062479059555,90.0,3.263050540710264,20,0.0,0,0,1.1772151898734178,0.0,0.012658227848101266,1.8755059391722064,191.625,5.0930996688225205,0.0,0.05954445600647475,0.0,3.215107866349995,101.5815410909683,0.010752688172043012,0.0
PRV51030,145,171,2,73,111,81,30,65,76,125,138,48,59,13,47,82,103,82,83,12,60,7453.333333333333,1009.4035087719299,2499.1812865497077,665.672514619883,4326.081871345029,507.29824561403507,71.39766081871345,2.216374269005848,4.7894736842105265,1.5497076023391814,1.1754385964912282,5.152046783625731,0.3333333333333333,3.198830409356725,4833.380116959064,8462.736842105263,3164.8538011695905,6972.110860570218,57000,0,533.7163588487675,1068.0,4.94632351055507,23,3.4768090103416442,23,0,1.1793103448275861,0.47953216374269003,0.013793103448275862,1.611645610951535,8.527689399179232,5.667922077743114,3.8241626844998304,0.23990287609862865,0.5010480931073056,3.676198968326719,104.32311677427228,0.011695906432748537,48.0
PRV51031,157,185,1,90,128,89,19,71,81,130,151,85,54,19,39,28,62,28,32,17,28,6142.648648648648,709.9027027027028,1868.0,613.2432432432432,1944.4324324324325,163.48108108108107,72.14594594594594,0.8378378378378378,4.956756756756757,1.5567567567567568,1.3783783783783783,3.362162162162162,0.13513513513513514,2.0,2107.9135135135134,6852.5513513513515,2481.2432432432433,6540.990221125198,68000,0,383.2296265308814,1068.0,4.937654785686084,20,2.7516152717986033,18,0,1.178343949044586,0.15135135135135136,0.006369426751592357,3.3639586092187304,11.893929374421374,5.5703510578140545,3.0870423502280255,0.04444119795471148,0.35936358422066744,6.756059181164302,96.40211147859945,0.005405405405405406,23.0
PRV51032,21,23,1,9,15,10,5,8,11,16,16,4,5,3,3,0,7,0,2,3,7,8186.086956521739,1099.6521739130435,1402.608695652174,423.9130434782609,235.65217391304347,2.1739130434782608,69.0,0.0,4.434782608695652,1.608695652173913,1.2173913043478262,2.347826086956522,0.0,0.9130434782608695,237.82608695652175,9285.739130434782,1826.5217391304348,596.2063865273236,2900,10,8.5048230910629,40.0,2.7454597806405077,12,0.0,0,0,1.0952380952380953,0.0,0.047619047619047616,2.5300271014997127,108.4,3.7579349863776272,0.0,0.1531190926275992,0.0,4.428242982979046,102.67851513513295,0.043478260869565216,0.0
PRV51035,25,30,0,8,18,18,4,11,18,22,24,10,7,8,8,1,7,1,5,4,9,3605.3333333333335,356.0,1332.0,439.3333333333333,1085.3333333333333,47.6,73.4,0.4666666666666667,4.933333333333334,1.6333333333333333,1.3,2.4,0.03333333333333333,2.2666666666666666,1132.9333333333334,3961.3333333333335,1771.3333333333333,5274.670594933627,29000,0,195.31152834241058,1068.0,5.619751702290974,20,2.556038601690775,14,0,1.2,0.03333333333333333,0.0,4.859954479361451,22.80112044817927,4.004560964490329,0.0,0.07999999999999999,0.18257418583505533,5.469178554872727,107.1149559730267,0.0,1.0
PRV51036,131,278,0,99,159,109,31,95,132,201,201,95,82,19,44,0,44,0,19,27,123,5654.3165467625895,585.0935251798561,2070.5755395683454,512.0863309352518,269.3525179856115,5.071942446043166,72.12949640287769,0.0,4.399280575539568,1.6115107913669064,1.079136690647482,2.615107913669065,0.0,1.0503597122302157,274.42446043165467,6239.410071942446,2582.661870503597,579.1512632739048,4400,0,20.299967202324442,100.0,4.002388710958205,20,0.0,0,0,2.122137404580153,0.0,0.0,2.1501609400393367,53.106382978723396,5.777938561531305,0.0,0.5323223435639977,0.0,4.170137734118144,103.60351181645223,0.0,0.0
PRV51037,206,454,3,195,271,181,104,155,205,311,363,168,132,29,66,23,117,23,37,59,123,3989.911894273128,644.7136563876652,2154.0308370044054,573.7444933920705,753.8105726872246,56.220264317180614,71.42290748898678,0.23127753303964757,4.656387665198238,1.5330396475770924,1.1806167400881058,2.986784140969163,0.028634361233480177,1.5330396475770924,810.0308370044053,4634.625550660793,2727.775330396476,2427.046146481493,23000,0,234.33333163877413,1068.0,4.707094923254273,20,1.3492830726806728,17,1,2.203883495145631,0.05066079295154185,0.014563106796116505,3.219702978998328,13.40816486444131,5.950756012650412,2.458311329683084,0.45542057315352436,0.2195459983488227,5.87280890763179,103.63595469996368,0.022026431718061675,12.0
PRV51038,107,141,1,70,88,65,27,43,63,109,112,46,46,14,32,30,49,30,34,15,19,4961.276595744681,628.6808510638298,2191.1347517730496,622.9787234042553,1882.9078014184397,221.21985815602838,71.07801418439716,0.8581560283687943,4.843971631205674,1.5319148936170213,1.3617021276595744,3.3191489361702127,0.10638297872340426,1.7801418439716312,2104.127659574468,5589.95744680851,2814.113475177305,3612.439725450119,17000,0,432.5357638755533,1068.0,4.107644786738783,24,2.5567321785091432,24,0,1.3177570093457944,0.2127659574468085,0.009345794392523364,1.9185430761552857,8.511477301872274,5.559210123053441,2.615630577027551,0.06141542175946883,0.4107225451792742,2.3270156781130256,104.23237036261001,0.0070921985815602835,14.0
PRV51040,69,86,1,35,54,33,7,25,41,63,66,21,20,11,13,9,26,9,11,5,24,7919.53488372093,574.7441860465116,2433.0232558139537,601.8604651162791,865.9302325581396,102.13953488372093,70.74418604651163,1.1046511627906976,4.372093023255814,1.5348837209302326,1.2209302325581395,3.453488372093023,0.08139534883720931,1.6627906976744187,968.0697674418604,8494.279069767443,3034.8837209302324,3171.5249172846798,21000,0,311.5312905742214,1068.0,5.523448337057906,33,4.899049294968162,33,0,1.2463768115942029,0.10465116279069768,0.014492753623188406,3.662564024257855,8.477914389799636,5.068755050055049,1.945910149055314,0.14030612244897958,0.30789875216841545,5.43961910194313,102.3754022322557,0.011627906976744186,7.0
PRV51041,31,34,0,16,17,7,10,10,15,22,24,7,9,2,3,0,4,0,4,5,11,1373.5294117647059,251.2941176470588,2287.6470588235293,613.8235294117648,217.94117647058823,7.9411764705882355,69.88235294117646,0.0,4.088235294117647,1.5,1.1176470588235294,2.5294117647058822,0.0,2.3529411764705883,225.88235294117646,1624.8235294117646,2901.470588235294,562.4232171797465,3200,0,24.09317918877581,100.0,6.29998726762146,20,0.0,0,0,1.096774193548387,0.0,0.0,2.580619350082508,27.444444444444443,4.257972832617991,0.0,0.20415224913494812,0.0,4.8733866810681405,115.4803229606124,0.0,0.0
PRV51042,128,142,0,50,74,58,20,41,56,87,108,33,38,13,22,0,37,0,5,16,17,4791.478873239436,488.8732394366197,2390.4225352112676,683.943661971831,338.38028169014086,2.183098591549296,72.1056338028169,0.0,4.070422535211268,1.6338028169014085,1.471830985915493,2.4859154929577465,0.0,1.232394366197183,340.5633802816901,5280.352112676056,3074.3661971830984,625.7915694564421,3300,0,12.440849962018063,100.0,4.517366792390155,20,0.0,0,0,1.109375,0.0,0.0,1.8493736287786633,155.0,5.347034213546135,0.0,0.049990081333068835,0.0,2.9648781006273404,106.21773379398769,0.0,0.0
PRV51043,20,23,0,8,16,7,3,8,9,18,15,9,5,0,1,0,4,0,0,0,7,3136.9565217391305,371.4782608695652,1605.2173913043478,550.4347826086956,194.7826086956522,0.0,73.6086956521739,0.0,4.260869565217392,1.5217391304347827,1.1304347826086956,1.9130434782608696,0.0,0.0,194.7826086956522,3508.4347826086955,2155.6521739130435,297.6402582315741,1100,0,0.0,0.0,0.0,0,0.0,0,0,1.15,0.0,0.0,1.5280638257424561,0.0,3.721176253867357,0.0,0.2476370510396975,0.0,2.103231343685039,93.26444615712919,0.0,0.0
PRV51044,39,59,0,22,34,30,7,19,22,35,50,22,21,4,8,0,13,0,2,10,34,3621.6949152542375,367.1186440677966,2770.508474576271,968.1355932203389,361.52542372881356,2.2033898305084745,68.67796610169492,0.0,4.508474576271187,1.6610169491525424,1.0,2.389830508474576,0.0,2.152542372881356,363.728813559322,3988.813559322034,3738.64406779661,633.149798583193,3300,10,13.527468429238073,100.0,5.653236971194815,20,0.0,0,0,1.5128205128205128,0.0,0.0,1.7513285567936423,164.0769230769231,4.674085311818017,0.0,1.0,0.0,3.1390511204484217,99.12590804538013,0.0,0.0
PRV51045,29,31,0,16,17,15,3,15,13,23,23,6,6,2,6,0,5,0,1,7,10,3838.3870967741937,516.7741935483871,1972.9032258064517,548.0645161290323,270.64516129032256,1.2903225806451613,70.90322580645162,0.0,4.483870967741935,1.6774193548387097,1.2258064516129032,2.6451612903225805,0.0,2.2580645161290325,271.93548387096774,4355.1612903225805,2520.967741935484,602.7212483609703,3300,0,7.184212081070997,40.0,5.591468155058406,20,0.0,0,0,1.0689655172413792,0.0,0.0,2.2269795827401766,209.75,4.201609705756784,0.0,0.07388137356919874,0.0,4.556074886231372,85.25714424704414,0.0,0.0
PRV51046,26,38,0,14,21,12,13,15,18,31,35,15,17,3,4,8,13,8,9,3,15,5885.789473684211,562.1052631578947,2156.5789473684213,673.1578947368421,2878.157894736842,227.47368421052633,71.65789473684211,0.9473684210526315,5.105263157894737,1.763157894736842,1.2105263157894737,3.473684210526316,0.13157894736842105,1.631578947368421,3105.6315789473683,6447.894736842105,2829.7368421052633,7053.672555125875,38000,0,440.1691773558978,1068.0,3.858448453273911,20,2.2773546581452386,9,0,1.4615384615384615,0.21052631578947367,0.0,2.450759413868367,12.65270708005553,4.628834224055364,1.6094379124341005,0.33240997229916897,0.4131549501122745,3.8184979360171227,97.85942249898572,0.0,5.0
PRV51047,11,11,0,3,6,4,0,4,4,7,7,3,4,1,0,0,3,0,0,3,4,4106.363636363636,661.0909090909091,1662.7272727272727,692.7272727272727,230.0,0.0,70.0,0.0,3.909090909090909,1.6363636363636365,1.1818181818181819,2.0,0.0,3.090909090909091,230.0,4767.454545454545,2355.4545454545455,371.80640123591206,1300,10,0.0,0.0,6.8184242381146305,20,0.0,0,0,1.0,0.0,0.0,1.616549570590922,0.0,3.0910424533583156,0.0,0.10743801652892562,0.0,2.83519983525514,88.0943708861025,0.0,0.0
PRV51048,33,38,0,22,22,14,5,13,20,32,31,8,19,1,4,4,9,4,5,2,11,4223.684210526316,449.6842105263158,2144.4736842105262,560.7894736842105,728.9473684210526,114.52631578947368,69.8157894736842,0.5,4.921052631578948,1.5263157894736843,1.1578947368421053,2.9473684210526314,0.07894736842105263,0.6052631578947368,843.4736842105264,4673.368421052632,2705.2631578947367,1574.7102512949577,7000,10,331.68193302344315,1068.0,1.8821993128254428,10,1.8417089596056953,10,0,1.1515151515151516,0.10526315789473684,0.0,2.160252330296332,6.364889705882352,4.509475155798479,1.0986122886681096,0.12603878116343484,0.31101174777590485,2.7809448503809464,111.56804275870002,0.0,3.0
PRV51049,65,71,0,33,45,30,13,34,33,49,44,22,21,7,17,0,17,0,3,9,15,2363.6619718309857,530.9859154929577,3230.9859154929577,1044.0845070422536,305.9154929577465,2.676056338028169,70.30985915492958,0.0,4.661971830985915,1.5211267605633803,1.2535211267605635,2.5774647887323945,0.0,1.7887323943661972,308.59154929577466,2894.6478873239435,4275.070422535211,644.0465321804644,3300,0,13.93430981210185,100.0,5.593147575273941,20,0.0,0,0,1.0923076923076922,0.0,0.0,2.1053086457096213,114.31578947368422,4.878502397205851,0.0,0.04939496131719898,0.0,3.583905349603196,102.54044301995368,0.0,0.0
PRV51052,37,46,0,15,29,18,6,12,19,27,32,15,13,5,9,2,14,2,5,7,12,2940.4347826086955,417.9130434782609,2126.7391304347825,499.3478260869565,669.5652173913044,51.0,71.1304347826087,0.391304347826087,4.1521739130434785,1.4565217391304348,1.1304347826086956,3.282608695652174,0.021739130434782608,2.282608695652174,720.5652173913044,3358.3478260869565,2626.086956521739,1588.2386561803323,9000,0,219.92433042096798,1068.0,5.961592044927674,20,2.1341483950233346,14,1,1.2432432432432432,0.043478260869565216,0.0,2.3720447462433536,13.128729752770674,4.600799112782959,0.0,0.10207939508506617,0.20618457094236223,3.9342914163133837,113.77187956481227,0.0,1.0
PRV51053,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,8000.0,1068.0,90.0,0.0,8000.0,1068.0,68.0,5.0,4.0,3.0,2.0,9.0,1.0,5.0,9068.0,9068.0,90.0,0.0,8000,8000,0.0,1068.0,0.0,5,0.0,5,0,1.0,1.0,0.0,0.0,7.49063670411985,2.1972245773362196,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PRV51054,40,57,0,21,28,25,2,20,24,29,29,6,7,6,9,0,13,0,2,12,20,2494.7368421052633,206.10526315789474,2455.964912280702,875.7894736842105,265.43859649122805,2.456140350877193,69.91228070175438,0.0,3.456140350877193,1.5087719298245614,1.1228070175438596,2.491228070175439,0.0,2.3508771929824563,267.89473684210526,2700.842105263158,3331.754385964912,417.09056131834507,1900,0,14.177535267657216,100.0,5.884274527653514,20,0.0,0,0,1.425,0.0,0.0,1.5713259745634944,108.07142857142856,4.745347471217469,0.0,0.4336718990458603,0.0,2.7380403421014914,114.6831720431323,0.0,0.0
